lat lon
56.291920019449634 44.073309965465825
56.311700011748684 44.0704000201404
56.285100000111896 44.074719969217995
56.290719982371996 44.03744002992167
56.24180647991464 43.80989867598762
56.313609996025264 44.06972997080055
56.30062999031537 44.03607998231243
56.292960004086126 44.03614997120394
56.283901860114916 44.06634951776907
56.283310002779274 44.050830036425424
56.29657000596475 44.06509000065972
56.31403001319339 43.993139995258844
56.282479984817314 44.0519800335411
56.29790000445112 44.04502003642034
56.31981998044989 44.03843001650574
56.3017200149138 44.04559000583626
56.31516001947 44.04870002719048
56.33328999221945 43.83643000565303
56.28514559335113 44.05464874333785
56.32174999747508 43.87228996673241
56.330150005561364 43.852319998597864
56.31352001629469 43.88914999733174
55.746620000000064 37.98305000000005
55.746620000000064 37.98305000000005
56.300182611850126 44.06025106354636
56.27515001049039 43.98246002568979
56.2559199967682 43.98322998731547
56.310600012685455 43.92240000140035
56.33543999229346 43.879809958804316
56.29233999470824 43.98850999958279
56.30870000287365 43.91842999678033
56.33133000989042 43.849959989939805
56.231729991841945 43.95650001426995
56.29571999716373 43.85425001562305
56.333109990848754 43.958330035190244
59.83699000000007 29.922300000000064
56.29217000971184 43.9183800406374
56.26973002044005 43.977949975048176
56.31063001989881 43.80810998557513
56.284982296429334 44.04063584349732
56.298429992188886 44.07510000470796
56.320680005625206 43.8662199600908
56.34116001256797 43.8693500141936
56.283299986404984 43.92709001150311
56.298429992188886 44.07510000470796
56.24044000461717 43.97094999624926
56.28500232306308 44.04235295362811
56.23816000122491 43.96871999090945
56.23103999357252 44.01286001504067
56.24196002084852 43.960800014418
56.24201001890097 43.96736002711921
56.33842001032943 43.880719982032076
56.298429992188886 44.035659965144305
56.33044001941124 43.961520019900775
56.27771998582301 43.92125000428467
56.3259699923573 43.94433996823818
56.24451000534208 43.85715996094848
56.27096999728633 43.92985997904552
56.331640014579364 43.87253999890413
56.22265000186053 43.953080030136306
56.31321998607052 43.90217002662931
56.26506000117635 43.881239995305066
56.26962000796087 43.927650006454286
56.328540009599436 43.92968999404911
56.26046001271365 43.857600010865184
56.291550000333956 43.91905998062299
56.25834001985302 43.92177001755766
56.31418000735073 44.072830017689995
56.26663001546012 43.870230030208006
56.23971999913442 43.9625300392334
56.26990997990123 43.883079990690135
56.229210014561744 43.822840006939515
56.27026000817784 43.9835599828435
56.332369994526914 43.85283003740611
56.27510998690272 43.93126998279769
56.30374998613436 43.847390014607186
56.259879985013924 43.98052003419983
